,country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,generation_gwh_2018,generation_gwh_2019,generation_data_source,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017,estimated_generation_note_2013,estimated_generation_note_2014,estimated_generation_note_2015,estimated_generation_note_2016,estimated_generation_note_2017
25955,USA,United States of America,C W Burdick,USA0002241,142.8,40.9228,-98.3269,Gas,Oil,,,1999.078431372549,City of Grand Island - (NE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,21258,2019.0,0.2450000000000001,-1.471,-1.9730000000000003,-0.476,-0.982,1.474,7.063,U.S. Energy Information Administration,,,,,503.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25966,USA,United States of America,CBS Studio Center,USA0058440,2.4,34.145,-118.3908,Gas,,,,2013.0,Crestmark Bank,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,66882,2019.0,4.366,10.297,9.354,9.496,9.24247,8.608,8.754100000000001,U.S. Energy Information Administration,,,,,8.46,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25969,USA,United States of America,CC Perry K,USA0000992,23.4,39.7631,-86.1667,Gas,Oil,Other,,1939.9829059829065,Citizens Thermal Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,23042,2019.0,7.616141000000001,8.230730000000001,0.0,0.0,0.0,0.0,24.088980000000003,U.S. Energy Information Administration,,,,,82.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25972,USA,United States of America,CCCSD Wastewater Treatment Plnt,USA0057573,3.5,37.9978,-122.0697,Gas,,,,1996.0,Central Contra Costa Sanitary District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,17.191,18.8111,21.8148,19.351080000000003,19.24818,21.7903,21.54432,U.S. Energy Information Administration,,,,,12.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25975,USA,United States of America,CCSU Co-Gen-STBY Gen,USA0058224,3.6,41.6914,-72.7686,Gas,Oil,,,2002.527777777778,Central Connecticut State University,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,8.65,U.S. Energy Information Administration,,,,,12.69,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25976,USA,United States of America,CCSU Fuel Cell Project,USA0058237,1.4,41.6919,-72.7611,Gas,,,,2012.0,New Britain Renewable Energy  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,9.919,9.934,7.388,7.496,9.196,11.286,11.244,U.S. Energy Information Administration,,,,,4.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25994,USA,United States of America,CES Placerita Power Plant,USA0010677,90.0,34.3801,-118.4999,Gas,,,,1988.0,CES Placerita Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,12452,2019.0,,,,,,,,,,,,,317.38,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
25997,USA,United States of America,CF Industries Yazoo City Complex,USA0010195,25.0,32.9041,-90.3781,Gas,,,,1984.0,CF Industries Nitrogen LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,37489,2019.0,151.689,162.661,153.758,150.787,165.918,154.92600000000002,151.885,U.S. Energy Information Administration,,,,,88.16,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26002,USA,United States of America,CFB Power Plant,USA0056708,310.0,28.6503,-96.5397,Gas,,,,2012.0,Formosa Plastics Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,920.025,767.414,616.514,615.061,500.484,893.6700000000001,948.355,U.S. Energy Information Administration,,,,,1093.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26006,USA,United States of America,CH Resources Beaver Falls,USA0010617,107.8,43.8861,-75.4342,Gas,Oil,,,1995.0,Lakeside Beaver Falls LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,33708,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,1.912,U.S. Energy Information Administration,,,,,380.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26007,USA,United States of America,CH Resources Syracuse,USA0010621,102.7,43.0664,-76.2144,Gas,,,,1994.0,Lakeside Syracuse LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,13.628,U.S. Energy Information Administration,,,,,362.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26014,USA,United States of America,CIP II/AR Bridgewater Holdings - NJCOE,USA0010122,5.0,40.624,-74.634,Gas,Oil,,,2002.0,COE Bridgewater LLC c/o Thor Equities  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,16.94812,26.83632,25.74362,24.90474,26.57564,22.72522,22.663480000000003,U.S. Energy Information Administration,,,,,17.63,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26015,USA,United States of America,CITGO Refinery Powerhouse,USA0052175,75.0,30.1826,-93.3234,Gas,,,,1951.0,CITGO Petroleum Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,208.25415,213.78897,227.87628,231.36731,0.0,0.0,233.55951,U.S. Energy Information Administration,,,,,264.48,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26024,USA,United States of America,CML&P Generating Facility No. 2,USA0059726,56.1,37.093,-95.5852,Gas,,,,2017.0000000000005,City of Coffeyville - (KS),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,60.576,57.987,65.20400000000001,U.S. Energy Information Administration,,,,,197.83,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26028,USA,United States of America,CNN Center,USA0054323,13.0,33.7592,-84.395,Oil,,,,2000.192307692308,Turner Properties Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,34216,2019.0,0.123,0.147,0.238,0.147,0.225,0.092,0.3,U.S. Energy Information Administration,,,,,7.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26038,USA,United States of America,CPV Fairview Energy Center,USA0060589,1197.0,40.412,-78.855,Gas,,,,2020.0,CPV Fairview  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,371.609,U.S. Energy Information Administration,,,,,4221.21,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26039,USA,United States of America,CPV St Charles Energy Center,USA0056846,746.0,38.5686,-76.8919,Gas,,,,2017.0,CPV Maryland LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,3.784,3822.224,4308.293,4198.193,U.S. Energy Information Administration,,,,,2630.76,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26040,USA,United States of America,CPV Towantic Energy Center,USA0056047,841.5,41.4812,-73.1231,Gas,Oil,,,2018.0,CPV Towantic  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,2948.77503,3867.768055000001,U.S. Energy Information Administration,,,,,2967.54,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26041,USA,United States of America,CPV Valley Energy Center,USA0056940,770.0,41.4122,-74.4378,Gas,Oil,,,2018.0,CPV Valley  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,1351.505,4100.277037,U.S. Energy Information Administration,,,,,2715.4,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26045,USA,United States of America,CSL Behring LLC,USA0054790,4.2,41.1603,-87.8542,Gas,,,,1993.0,CSL Behring LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,35.801,16.344,32.057,30.135,18.703,32.716,31.342,U.S. Energy Information Administration,,,,,14.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26047,USA,United States of America,CST001 McCarthy Fuel Cell,USA0063701,1.2,37.4055,-121.9168,Gas,,,,2019.0,2016 ESA Project Company  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,,,,,,,9.512,U.S. Energy Information Administration,,,,,4.23,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26048,USA,United States of America,CSU East Bay,USA0057042,1.4,37.6589,-122.0594,Gas,,,,2011.0,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,61555,2019.0,7.775,9.993,10.172,3.666,4.199,4.801,4.678,U.S. Energy Information Administration,,,,,4.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26053,USA,United States of America,CSUCI Site Authority,USA0050851,31.1,34.162,-119.0479,Gas,,,,1988.0,CSUCI Site Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,207.577,173.70600000000002,160.83,170.798,174.44,47.506,2.412,U.S. Energy Information Administration,,,,,109.67,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26056,USA,United States of America,CSUF Trigeneration,USA0058169,8.5,33.8806,-117.8866,Gas,Solar,,,2012.6823529411768,California State University at Fullerton,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,28.50858,31.334,31.24,32.163000000000004,31.78338,34.223,33.948,U.S. Energy Information Administration,,,,,29.97,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26065,USA,United States of America,Cabras 1,WRI1029191,212.0,13.4638,144.6862,Oil,,,,1974.0,Guam Power Authority,Guam Power Authority,http://www.guampowerauthority.com/gpa_authority/generation/gpa_generation_mix.php,WRI,,,,,,,,,,,,,,,124.24,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26071,USA,United States of America,Caithness Long Island Energy Center,USA0056234,348.9,40.8142,-72.9403,Gas,Oil,,,2009.0,Caithness Long Island  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,53823,2019.0,2379.614979,2397.688007,2017.82696,2531.726999,2415.157987,2477.229045,2186.105011,U.S. Energy Information Administration,,,,,1230.39,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26072,USA,United States of America,Cal State Univ San Bernardino FC01,USA0057544,1.4,34.1858,-117.3242,Gas,,,,2013.0,Southern California Edison Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,14552,2019.0,4.571,8.911,5.914,6.71,7.859,8.469,9.071,U.S. Energy Information Administration,,,,,4.93,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26074,USA,United States of America,CalPeak Power Border Peaker Plant,USA0055510,60.5,32.5624,-116.9439,Gas,,,,2001.0,CalPeak Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48399,2019.0,8.601,16.042,13.423,11.404,12.331,11.381,8.892,U.S. Energy Information Administration,,,,,213.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26075,USA,United States of America,CalPeak Power Enterprise Peaker Plant,USA0055513,58.9,33.1219,-117.1174,Gas,,,,2001.0,CalPeak Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48454,2019.0,12.505,16.682,16.434,12.176,11.959,12.241,5.493,U.S. Energy Information Administration,,,,,207.71,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26076,USA,United States of America,CalPeak Power Panoche Peaker Plant,USA0055508,60.5,36.6529,-120.5806,Gas,,,,2002.0,CalPeak Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,51615,2019.0,7.871,13.997,38.454,17.941,15.571,14.215,6.627,U.S. Energy Information Administration,,,,,213.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26077,USA,United States of America,CalPeak Power Vaca Dixon Peaker Plant,USA0055499,60.5,38.3989,-121.924,Gas,,,,2002.0,CalPeak Power  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,55128,2019.0,7.097,13.068,18.259,13.758,9.34,11.34,7.997,U.S. Energy Information Administration,,,,,213.35,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26082,USA,United States of America,Calcasieu,USA0055165,358.8,30.1608,-93.345,Gas,,,,2000.5142140468224,Entergy Louisiana LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45968,2019.0,360.912,178.942,590.472,423.094,360.04,259.377,117.899,U.S. Energy Information Administration,,,,,1265.3,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26086,USA,United States of America,Caledonia,USA0055197,801.0,33.6464,-88.2717,Gas,,,,2003.0,Tennessee Valley Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,46063,2019.0,3277.217,2717.829,3413.509,4773.396,4340.826,4064.345,3958.083,U.S. Energy Information Administration,,,,,2824.72,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26087,USA,United States of America,Calhoun Energy Center,USA0055409,748.0,33.5883,-85.9731,Gas,Oil,,,2003.0,Calhoun Power Co LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,48003,2019.0,5.945,28.639,4.194,195.124996,160.10299600000002,196.583999,334.921996,U.S. Energy Information Administration,,,,,2637.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26089,USA,United States of America,California Institute of Technology,USA0010262,13.0,34.1385,-118.1256,Gas,,,,2003.0,California Institute-Technology,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,74.95675,81.05902,81.68272999999999,80.571,90.296,90.06700000000001,88.13400000000001,U.S. Energy Information Administration,,,,,45.84,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26102,USA,United States of America,Calumet Energy Team LLC,USA0055296,312.8,41.6835,-87.5563,Gas,,,,2002.0,IPA Operations Inc - Calumet,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,17148,2019.0,61.26,124.426,74.215,20.164,24.548,14.791,14.33,U.S. Energy Information Administration,,,,,1103.08,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26103,USA,United States of America,Calvert City,USA0055308,26.7,37.0483,-88.3539,Gas,,,,2000.0,DTE Calvert City LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,45656,2019.0,189.45164000000003,219.30146,212.10826,222.64032,220.2011,185.29056,212.5228,U.S. Energy Information Administration,,,,,94.15,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26107,USA,United States of America,Cambalache,WRI1026810,247.5,18.4691,-66.6968,Oil,,,,,PREPA,PREPA,http://www.prepa.com/AEEES2_ENG.ASP,WRI,30930,,,,,,,,,,,,,,145.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26108,USA,United States of America,Cambridge,USA0002223,4.0,40.2862,-100.1768,Oil,,,,2005.0,City of Cambridge - (NE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.056,0.039,0.037,0.023,0.038,0.005,0.004,U.S. Energy Information Administration,,,,,2.34,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26109,USA,United States of America,Cambridge CT,USA0002038,194.2,45.601,-93.2081,Gas,Oil,,,2003.266735324408,Great River Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,35359,2019.0,83.051,32.339,33.011,44.337,22.024,56.197,0.659,U.S. Energy Information Administration,,,,,684.84,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26112,USA,United States of America,Camden Plant Holdings LLC,USA0010751,172.9,39.9175,-75.1192,Gas,,,,1993.0,Camden Plant Holdings LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,59.215,U.S. Energy Information Administration,,,,,609.73,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26114,USA,United States of America,Camden South Carolina,USA0010795,19.0,34.2338,-80.6558,Gas,Oil,,,1993.0,Invista,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,17.066451,11.850103,18.336927,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,67.0,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26130,USA,United States of America,Campbell Industrial Park,USA0056329,113.0,21.3025,-158.1017,Oil,Other,,,2009.0,Hawaiian Electric Co Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,60978,2019.0,0.0,0.0,0.0,0.0,0.0,34.207,99.232,U.S. Energy Information Administration,,,,,66.22,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26132,USA,United States of America,Campbell Village,USA0002225,1.0,40.2992,-98.7331,Oil,,,,1983.0,Village of Campbell - (NE),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,U.S. Energy Information Administration,,,,,0.58,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26134,USA,United States of America,Cana Gas Processing Plant,USA0057597,7.5,35.5331,-98.1011,Oil,,,,2010.6666666666667,EnLink Midstream Services  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.40572,0.2695,1.72774,0.66052,0.85554,1.02606,1.4455,U.S. Energy Information Administration,,,,,4.39,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26136,USA,United States of America,Canaday,USA0002226,108.8,40.6942,-99.7011,Gas,,,,1958.0,Nebraska Public Power District,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,27282,2019.0,2.742,3.231,4.124,2.619,1.899,0.72,0.892,U.S. Energy Information Administration,,,,,383.68,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26139,USA,United States of America,Canal,USA0001599,1495.0,41.7694,-70.5097,Oil,Gas,,,1982.361204013378,NRG Canal 3 Development LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15494,2019.0,88.354,373.544002,261.620003,52.09,40.505,139.13100500000002,195.625996,U.S. Energy Information Administration,,,,,876.18,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26143,USA,United States of America,Cane Island,USA0007238,706.0,28.2764,-81.533,Gas,Oil,Other,,2004.6111898017,Kissimmee Utility Authority,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,24165,2019.0,0.0,0.0,0.0,0.0,3544.9230250000005,0.0,3657.303,U.S. Energy Information Administration,,,,,2489.7,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26144,USA,United States of America,Cane Run,USA0001363,807.0,38.1831,-85.8892,Gas,,,,2015.0,Louisville Gas & Electric Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,25145,2019.0,0.0,2503.728968,3322.2550020000003,4882.018,3567.557,4711.155,5163.4130000000005,U.S. Energy Information Administration,,,,,2845.88,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26149,USA,United States of America,Cannon Falls Energy Center,USA0056241,346.8,44.5367,-92.9155,Gas,Oil,,,2008.0,Invenergy Services LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,53432,2019.0,124.110001,20.298,59.91400000000001,173.34800400000003,0.0,114.048,103.198005,U.S. Energy Information Administration,,,,,1222.98,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26152,USA,United States of America,Canton North Carolina,USA0050244,52.5,35.535,-82.8411,Coal,Waste,Gas,Biomass,1953.4285714285716,Blue Ridge Paper Products Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,320.438997,336.11,342.280003,337.9050020000001,336.209001,309.73600500000003,288.914998,U.S. Energy Information Administration,,,,,242.5,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26158,USA,United States of America,Canyon Power Plant,USA0057027,200.0,33.8581,-117.8617,Gas,,,,2011.0,City of Anaheim - (CA),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,104.665,96.553,95.441,123.094,159.297,181.871,123.153,U.S. Energy Information Administration,,,,,705.29,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26161,USA,United States of America,Cape Canaveral,USA0000609,1295.0,28.4698,-80.7644,Gas,Oil,,,2013.0,Florida Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,20259,2019.0,4656.603061,6845.355002,7046.079033,6713.245033,6942.856022,7414.486986,6676.862037,U.S. Energy Information Administration,,,,,4566.81,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26163,USA,United States of America,Cape Gas Turbine,USA0001484,35.0,43.6436,-70.2544,Oil,,,,1970.0,FPL Energy Cape LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15887,2019.0,0.436,1.841,2.218,0.649,1.282,0.744,1.456,U.S. Energy Information Administration,,,,,20.51,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26165,USA,United States of America,Capitol District Energy Center,USA0050498,70.5,41.7639,-72.6925,Gas,Oil,,,1988.0,Capitol District Energy Center,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,24.812600000000003,29.56172,84.584,106.65053,50.173,53.254000000000005,6.102,U.S. Energy Information Administration,,,,,248.61,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26166,USA,United States of America,Capitol Heat and Power,USA0054406,2.0,43.0785,-89.3773,Oil,,,,2011.0,State of Wisconsin,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.S. Energy Information Administration,,,,,1.17,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26172,USA,United States of America,Cardinal,USA0002828,1880.4,40.2522,-80.6486,Coal,,,,1970.4567113380133,Cardinal Operating Company,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,15570,2019.0,11004.382183,10700.749389,8835.499998,9180.920956,10498.733099,10038.334988,9640.233027,U.S. Energy Information Administration,,,,,8685.89,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
26174,USA,United States of America,Cargill Corn Milling Division,USA0010855,40.0,41.1386,-92.6467,Gas,,,,1953.0,Cargill Inc North America Sweetners,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2019.0,104.55362,90.563012,83.60755999999999,58.937452,72.36052600000001,78.382568,103.44352,U.S. Energy Information Administration,,,,,141.05,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,NO-ESTIMATION,CAPACITY-FACTOR-V1
